id,epic_id,initiative_id,title,source_refs
"I08-E04-F01","I08-E04","I08","Holdings sync","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E04-F02","I08-E04","I08","Position sync","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E04-F03","I08-E04","I08","Fill handler","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E04-F04","I08-E04","I08","Mismatch report","indicators.pdf; Technical-analysis-Indicators.pdf; Understanding-Indicators-TA.pdf"
"I08-E05-F01","I08-E05","I08","Paper broker","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E05-F02","I08-E05","I08","Paper fills","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E05-F03","I08-E05","I08","Paper PnL","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E05-F04","I08-E05","I08","Paper/live compare","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E06-F01","I08-E06","I08","Broker abstraction","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E06-F02","I08-E06","I08","Adapter contract","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E06-F03","I08-E06","I08","Routing policy","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E06-F04","I08-E06","I08","Failover model","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I09-E01-F01","I09-E01","I09","Source connector","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E01-F02","I09-E01","I09","News normalization","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E01-F03","I09-E01","I09","Deduplication","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E01-F04","I09-E01","I09","Entity extraction","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E02-F01","I09-E02","I09","Announcement ingestion","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E02-F02","I09-E02","I09","Event classification","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E02-F03","I09-E02","I09","Earnings events","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I09-E02-F04","I09-E02","I09","SEBI events","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E03-F01","I09-E03","I09","Sentiment classifier","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E03-F02","I09-E03","I09","Impact score","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E03-F03","I09-E03","I09","Decay model","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E03-F04","I09-E03","I09","Credibility score","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E04-F01","I09-E04","I09","Event calendar","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E04-F02","I09-E04","I09","Event alert","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E04-F03","I09-E04","I09","Event backtest tag","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I09-E04-F04","I09-E04","I09","Event dashboard","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E05-F01","I09-E05","I09","RBI news","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E05-F02","I09-E05","I09","Fed news","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E05-F03","I09-E05","I09","US CPI","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E05-F04","I09-E05","I09","US NFP","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E06-F01","I09-E06","I09","Signal alert","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E06-F02","I09-E06","I09","News alert","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E06-F03","I09-E06","I09","Risk alert","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I09-E06-F04","I09-E06","I09","Digest","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E01-F01","I10-E01","I10","Event replay","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E01-F02","I10-E01","I10","Strategy runner","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E01-F03","I10-E01","I10","Fee model","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E01-F04","I10-E01","I10","Backtest report","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E02-F01","I10-E02","I10","WFO engine","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E02-F02","I10-E02","I10","Out-of-sample report","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E02-F03","I10-E02","I10","Parameter stability","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E02-F04","I10-E02","I10","Promotion gate","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E03-F01","I10-E03","I10","Job scheduler","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E03-F02","I10-E03","I10","Worker contract","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E03-F03","I10-E03","I10","Result cache","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E03-F04","I10-E03","I10","Run reproducibility","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E04-F01","I10-E04","I10","Service health","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E04-F02","I10-E04","I10","Data freshness","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E04-F03","I10-E04","I10","Latency metrics","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E04-F04","I10-E04","I10","Incident timeline","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E05-F01","I10-E05","I10","RBAC","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E05-F02","I10-E05","I10","Secret rotation","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E05-F03","I10-E05","I10","Audit export","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E05-F04","I10-E05","I10","Compliance checklist","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E06-F01","I10-E06","I10","GitHub Actions","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E06-F02","I10-E06","I10","Docker baseline","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E06-F03","I10-E06","I10","Test pyramid","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E06-F04","I10-E06","I10","Release checklist","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
